order_id,order_date,ship_date,ship_mode,customer_id
US-2014-108700,2014-05-20,2014-05-24,Standard Class,PJ-18835
CA-2014-160962,2014-04-29,2014-05-03,Standard Class,MC-17605
CA-2014-130631,2014-12-30,2015-01-03,Standard Class,BS-11755
CA-2014-116680,2014-09-05,2014-09-07,Second Class,PK-19075
US-2011-107405,2011-03-21,2011-03-25,Standard Class,TS-21205
CA-2014-101574,2014-09-29,2014-10-05,Standard Class,BD-11725
CA-2011-146591,2011-01-20,2011-01-21,First Class,TS-21340
CA-2011-107706,2011-02-15,2011-02-20,Second Class,ST-20530
CA-2013-122448,2013-06-10,2013-06-15,Standard Class,DB-13210
CA-2011-132451,2011-09-26,2011-09-27,First Class,KF-16285
CA-2013-158547,2013-05-31,2013-06-05,Standard Class,JM-16195
CA-2014-116946,2014-12-20,2014-12-24,Standard Class,TS-21505
CA-2014-121741,2014-12-27,2014-12-27,Same Day,YC-21895
CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240
CA-2013-121356,2013-11-21,2013-11-25,Standard Class,SJ-20500
CA-2011-101770,2011-03-31,2011-04-04,Standard Class,KB-16240
CA-2014-105487,2014-10-09,2014-10-15,Standard Class,CS-12250
CA-2014-148999,2014-01-31,2014-02-05,Standard Class,EB-13870
CA-2011-107573,2011-12-12,2011-12-17,Standard Class,PB-19150
CA-2012-156608,2012-10-24,2012-10-29,Standard Class,MT-18070
CA-2014-134495,2014-04-02,2014-04-05,Second Class,BF-11020
CA-2014-164098,2014-01-27,2014-01-28,First Class,CG-12520
CA-2011-105249,2011-11-28,2011-11-28,Same Day,DH-13675
CA-2012-113523,2012-09-04,2012-09-08,Standard Class,SC-20440
CA-2014-117821,2014-06-13,2014-06-17,Standard Class,HG-15025
CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055
CA-2014-127782,2014-11-03,2014-11-07,Standard Class,TH-21115
US-2013-162026,2013-10-09,2013-10-09,Same Day,JE-15745
CA-2013-150000,2013-04-09,2013-04-15,Standard Class,PG-18820
CA-2012-168529,2012-10-08,2012-10-12,Standard Class,MB-17305
US-2014-152569,2014-05-16,2014-05-21,Standard Class,JD-16015
US-2011-137680,2011-02-25,2011-03-02,Standard Class,JH-15430
CA-2012-103177,2012-05-30,2012-06-01,First Class,EN-13780
US-2013-138408,2013-11-19,2013-11-22,Second Class,KC-16255
CA-2014-117667,2014-12-05,2014-12-10,Standard Class,MS-17980
CA-2013-110982,2013-06-06,2013-06-08,First Class,CK-12205
CA-2013-147123,2013-12-11,2013-12-13,First Class,SJ-20125
CA-2014-154501,2014-05-01,2014-05-06,Standard Class,EA-14035
CA-2014-166933,2014-04-25,2014-04-29,Standard Class,MG-17890
CA-2012-142055,2012-05-08,2012-05-10,First Class,AB-10255
CA-2012-137106,2012-03-31,2012-04-04,Standard Class,SC-20260
CA-2014-136609,2014-08-07,2014-08-12,Standard Class,TB-21355
CA-2014-160885,2014-12-03,2014-12-07,Standard Class,JK-16090
US-2013-167472,2013-06-07,2013-06-08,First Class,CK-12595
CA-2012-120551,2012-04-13,2012-04-20,Standard Class,SS-20590
US-2014-150595,2014-05-23,2014-05-27,Standard Class,LE-16810
CA-2013-134936,2013-12-20,2013-12-26,Standard Class,ES-14080
CA-2014-102967,2014-09-23,2014-09-27,Standard Class,MG-17890
CA-2014-151008,2014-09-08,2014-09-09,First Class,JM-16195
CA-2011-159800,2011-11-28,2011-12-01,First Class,SG-20470
US-2011-159618,2011-11-12,2011-11-16,Standard Class,DB-12970
CA-2014-116113,2014-10-03,2014-10-07,Second Class,JW-15220
CA-2012-125066,2012-12-14,2012-12-18,Standard Class,KD-16495
US-2012-114741,2012-12-06,2012-12-10,Standard Class,IL-15100
CA-2014-133263,2014-04-01,2014-04-03,Second Class,JE-15610
CA-2014-157966,2014-03-14,2014-03-14,Same Day,SU-20665
CA-2011-151162,2011-12-05,2011-12-09,Standard Class,EA-14035
CA-2013-136686,2013-12-13,2013-12-17,Standard Class,RF-19840
CA-2014-137498,2014-09-10,2014-09-15,Second Class,LC-17050
CA-2014-163818,2014-10-05,2014-10-09,Standard Class,PS-18970
CA-2013-161158,2013-05-10,2013-05-14,Standard Class,PS-18970
CA-2011-116673,2011-12-15,2011-12-19,Second Class,JO-15280
CA-2014-105333,2014-12-01,2014-12-05,Standard Class,VP-21730
CA-2012-149993,2012-03-19,2012-03-20,First Class,GA-14725
CA-2011-168158,2011-07-19,2011-07-24,Standard Class,EM-14140
CA-2013-115224,2013-12-09,2013-12-12,Second Class,DB-13615
CA-2011-164742,2011-10-13,2011-10-18,Second Class,ML-17395
US-2014-108014,2014-11-20,2014-11-26,Standard Class,JH-15430
CA-2014-160325,2014-09-25,2014-09-25,Same Day,BP-11095
CA-2012-159779,2012-09-25,2012-09-29,Standard Class,SB-20185
CA-2014-151176,2014-02-14,2014-02-21,Standard Class,SV-20785
CA-2011-108903,2011-10-03,2011-10-03,Same Day,DO-13435
CA-2013-117919,2013-08-28,2013-08-30,Second Class,TB-21355
CA-2012-142475,2012-12-03,2012-12-07,Standard Class,BS-11380
CA-2013-134516,2013-09-21,2013-09-26,Standard Class,FM-14215
CA-2014-105193,2014-03-26,2014-04-01,Standard Class,JL-15835
CA-2012-168634,2012-12-06,2012-12-11,Standard Class,AF-10870
CA-2014-117198,2014-09-01,2014-09-06,Standard Class,BG-11035
CA-2012-145828,2012-10-05,2012-10-07,First Class,MB-17305
CA-2014-121027,2014-08-19,2014-08-23,Standard Class,HW-14935
CA-2013-147431,2013-02-02,2013-02-07,Standard Class,AB-10105
CA-2013-158001,2013-08-24,2013-08-28,Standard Class,JP-15460
CA-2014-125745,2014-07-01,2014-07-05,Standard Class,DV-13045
CA-2012-101154,2012-09-18,2012-09-21,First Class,CM-12190
US-2013-124163,2013-09-26,2013-10-01,Standard Class,SC-20695
CA-2013-121748,2013-10-25,2013-10-29,Second Class,VW-21775
CA-2011-126683,2011-09-29,2011-10-01,Second Class,PP-18955
CA-2014-148810,2014-06-27,2014-07-02,Standard Class,DR-12880
US-2013-146066,2013-08-22,2013-08-24,Second Class,RB-19465
CA-2011-127614,2011-02-12,2011-02-16,Standard Class,NF-18385
CA-2013-101742,2013-09-24,2013-09-29,Second Class,CR-12580
CA-2012-134943,2012-12-05,2012-12-06,First Class,SU-20665
CA-2014-123022,2014-09-04,2014-09-09,Standard Class,SC-20050
CA-2014-113208,2014-03-27,2014-04-03,Standard Class,ML-18040
CA-2011-154893,2011-12-21,2011-12-27,Standard Class,GM-14440
CA-2011-147900,2011-09-23,2011-09-28,Standard Class,JK-15640
CA-2014-106355,2014-04-03,2014-04-06,First Class,AT-10435
CA-2013-127985,2013-04-02,2013-04-06,Second Class,DB-12910
CA-2012-166604,2012-05-15,2012-05-20,Second Class,AH-10690
CA-2014-120719,2014-03-24,2014-03-27,First Class,SJ-20125
CA-2014-127117,2014-04-15,2014-04-20,Standard Class,HM-14860
CA-2012-104241,2012-01-04,2012-01-09,Standard Class,AG-10495
CA-2014-168179,2014-11-03,2014-11-08,Standard Class,JB-16000
CA-2014-142342,2014-07-18,2014-07-20,Second Class,AJ-10795
CA-2014-109099,2014-10-07,2014-10-12,Standard Class,MM-18280
US-2011-134187,2011-11-04,2011-11-11,Standard Class,TH-21235
CA-2013-145261,2013-12-19,2013-12-22,First Class,AH-10120
CA-2013-108875,2013-09-25,2013-10-02,Standard Class,CL-12700
CA-2013-141957,2013-07-22,2013-07-22,Same Day,JG-15310
CA-2013-142405,2013-06-12,2013-06-16,Standard Class,SE-20110
CA-2012-141012,2012-06-09,2012-06-11,Second Class,TG-21640
CA-2014-127922,2014-10-28,2014-11-04,Standard Class,SH-19975
CA-2013-146318,2013-01-22,2013-01-27,Standard Class,MC-17275
CA-2011-135993,2011-05-28,2011-06-02,Standard Class,PJ-18835
CA-2011-126802,2011-12-29,2012-01-05,Standard Class,ZC-21910
CA-2013-143924,2013-07-29,2013-08-04,Standard Class,SC-20680
CA-2013-141551,2013-09-25,2013-10-01,Standard Class,BP-11230
CA-2011-164315,2011-04-02,2011-04-08,Standard Class,RD-19585
CA-2012-131072,2012-11-05,2012-11-05,Same Day,KL-16645
CA-2011-131541,2011-07-28,2011-07-28,Same Day,CK-12205
CA-2012-119550,2012-12-26,2012-12-31,Standard Class,RB-19705
US-2012-138093,2012-12-10,2012-12-16,Standard Class,KM-16225
CA-2013-126165,2013-05-06,2013-05-08,Second Class,AH-10465
CA-2014-126123,2014-10-15,2014-10-19,Standard Class,AG-10765
CA-2013-143441,2013-11-06,2013-11-06,Same Day,EB-14170
CA-2014-148320,2014-11-04,2014-11-09,Standard Class,PG-18895
CA-2013-125661,2013-11-25,2013-11-27,First Class,CA-12055
US-2011-123519,2011-12-14,2011-12-21,Standard Class,SS-20875
CA-2011-155593,2011-11-03,2011-11-08,Standard Class,RP-19390
CA-2014-136000,2014-09-23,2014-09-26,Second Class,SC-20440
US-2012-160857,2012-05-08,2012-05-15,Standard Class,NW-18400
CA-2014-115805,2014-08-01,2014-08-01,Same Day,KW-16435
US-2011-143707,2011-03-01,2011-03-05,Standard Class,HR-14770
CA-2014-116939,2014-09-26,2014-09-30,Standard Class,AG-10900
CA-2012-124107,2012-10-09,2012-10-12,Second Class,BM-11650
CA-2014-126550,2014-03-30,2014-04-03,Second Class,RD-19720
CA-2012-138674,2012-11-14,2012-11-17,First Class,KB-16585
CA-2013-165820,2013-09-27,2013-10-01,Standard Class,DW-13585
CA-2011-103191,2011-09-22,2011-09-27,Standard Class,VG-21805
CA-2012-103933,2012-09-25,2012-09-27,First Class,DR-12880
CA-2012-110548,2012-05-04,2012-05-08,Standard Class,AH-10690
CA-2014-117324,2014-12-09,2014-12-14,Standard Class,JP-15520
CA-2014-143574,2014-06-30,2014-07-03,First Class,DR-12880
CA-2011-111773,2011-06-29,2011-07-03,Standard Class,JK-15625
CA-2011-148614,2011-01-21,2011-01-26,Standard Class,MV-17485
CA-2014-156139,2014-01-01,2014-01-07,Standard Class,BP-11155
US-2014-147886,2014-03-29,2014-04-01,First Class,DH-13075
CA-2013-113733,2013-12-09,2013-12-13,Standard Class,LH-16900
CA-2014-104913,2014-11-19,2014-11-23,Standard Class,DK-13090
CA-2011-145800,2011-05-30,2011-06-05,Standard Class,SS-20410
CA-2013-125850,2013-01-22,2013-01-28,Standard Class,FP-14320
CA-2013-118514,2013-02-03,2013-02-10,Standard Class,LC-17050
CA-2012-150749,2012-03-29,2012-04-03,Second Class,AS-10240
CA-2011-163748,2011-10-14,2011-10-18,Standard Class,HG-15025
CA-2012-119634,2012-08-11,2012-08-16,Standard Class,BW-11065
CA-2012-149300,2012-11-22,2012-11-23,First Class,BH-11710
US-2013-111528,2013-12-31,2013-12-31,Same Day,JP-16135
CA-2014-158169,2014-08-13,2014-08-16,First Class,JM-16195
CA-2012-162047,2012-11-03,2012-11-05,First Class,FH-14365
CA-2012-117772,2012-09-10,2012-09-12,Second Class,MC-17575
US-2011-126340,2011-11-08,2011-11-14,Standard Class,EB-13870
CA-2013-149685,2013-10-09,2013-10-16,Standard Class,PM-19135
CA-2014-126396,2014-09-09,2014-09-13,Second Class,AR-10345
CA-2012-154900,2012-02-25,2012-03-01,Standard Class,SS-20875
CA-2012-103835,2012-09-24,2012-09-28,Standard Class,SC-20440
CA-2012-158939,2012-11-26,2012-12-01,Standard Class,EA-14035
CA-2013-117408,2013-09-01,2013-09-07,Standard Class,TP-21130
CA-2013-142398,2013-04-13,2013-04-17,Standard Class,BP-11290
CA-2013-105277,2013-12-05,2013-12-09,Standard Class,LM-17065
CA-2013-112060,2013-12-05,2013-12-10,Standard Class,KT-16465
CA-2011-105270,2011-11-11,2011-11-18,Standard Class,AP-10915
US-2012-159513,2012-04-02,2012-04-09,Standard Class,JD-15790
CA-2012-155586,2012-12-12,2012-12-16,Second Class,XP-21865
CA-2014-141117,2014-10-03,2014-10-09,Standard Class,JK-16090
CA-2014-115070,2014-04-11,2014-04-15,Second Class,MG-18205
CA-2014-140186,2014-09-30,2014-10-03,First Class,PG-18820
CA-2011-124856,2011-09-29,2011-10-03,Second Class,LD-17005
CA-2011-166716,2011-08-20,2011-08-25,Second Class,CR-12730
CA-2011-123225,2011-07-11,2011-07-14,First Class,MN-17935
CA-2012-163440,2012-03-22,2012-03-24,First Class,RD-19900
US-2014-106796,2014-05-13,2014-05-20,Standard Class,JP-16135
CA-2014-113873,2014-11-14,2014-11-20,Standard Class,KE-16420
CA-2013-149783,2013-09-05,2013-09-08,Second Class,DL-13315
CA-2013-125017,2013-02-06,2013-02-11,Standard Class,KB-16240
US-2012-163279,2012-03-22,2012-03-26,Standard Class,JD-16150
CA-2012-150196,2012-07-02,2012-07-03,First Class,SR-20740
US-2012-106495,2012-06-15,2012-06-17,First Class,AC-10450
CA-2011-124730,2011-11-26,2011-11-26,Same Day,LS-17245
CA-2014-117632,2014-05-13,2014-05-19,Standard Class,CS-12175
CA-2011-115056,2011-05-02,2011-05-02,Same Day,AR-10510
CA-2014-161067,2014-09-04,2014-09-07,Second Class,KB-16405
CA-2013-122063,2013-12-04,2013-12-08,Standard Class,MM-17920
CA-2012-111206,2012-07-18,2012-07-22,Standard Class,RF-19735
CA-2013-142895,2013-07-22,2013-07-27,Standard Class,BP-11290
CA-2012-101868,2012-06-09,2012-06-16,Standard Class,MJ-17740
CA-2014-133207,2014-11-28,2014-12-04,Standard Class,DO-13645
CA-2012-132948,2012-03-27,2012-04-03,Standard Class,MV-17485
CA-2012-134992,2012-09-22,2012-09-26,Second Class,MG-17875
CA-2012-126725,2012-11-17,2012-11-21,Standard Class,BS-11665
CA-2012-121783,2012-11-10,2012-11-14,Standard Class,PO-19180
US-2011-138835,2011-09-10,2011-09-14,Standard Class,DA-13450
CA-2012-112214,2012-08-05,2012-08-11,Standard Class,AH-10690
US-2014-153255,2014-09-04,2014-09-08,Second Class,JK-15730
CA-2012-108119,2012-11-01,2012-11-08,Standard Class,MS-17530
CA-2012-157434,2012-04-29,2012-05-04,Second Class,JK-15640
CA-2013-101525,2013-05-02,2013-05-05,Second Class,CM-12235
US-2011-117968,2011-08-05,2011-08-07,Second Class,RS-19420
CA-2013-158211,2013-01-04,2013-01-08,Standard Class,BP-11185
CA-2013-152247,2013-11-08,2013-11-13,Standard Class,MA-17995
CA-2013-128223,2013-06-15,2013-06-15,Same Day,EB-13705
CA-2013-154235,2013-09-25,2013-09-29,Standard Class,RD-19900
CA-2014-129910,2014-03-31,2014-04-04,Standard Class,ME-17320
CA-2014-133095,2014-06-05,2014-06-05,Same Day,EH-14005
CA-2012-130554,2012-04-07,2012-04-09,First Class,FM-14290
CA-2011-152443,2011-05-21,2011-05-26,Standard Class,FG-14260
CA-2013-133319,2013-09-06,2013-09-12,Standard Class,MV-17485
CA-2013-133935,2013-09-19,2013-09-23,Standard Class,JW-15220
CA-2013-136301,2013-03-14,2013-03-16,Second Class,EH-13765
US-2011-109456,2011-10-16,2011-10-17,Same Day,LS-17245
CA-2014-151596,2014-10-09,2014-10-12,First Class,BP-11050
CA-2012-147879,2012-05-07,2012-05-12,Standard Class,CC-12220
CA-2013-166625,2013-04-15,2013-04-18,First Class,JM-15580
CA-2013-146157,2013-11-22,2013-11-27,Standard Class,RD-19720
CA-2014-159954,2014-09-11,2014-09-15,Standard Class,SS-20410
CA-2014-100825,2014-09-10,2014-09-15,Standard Class,KD-16495
CA-2011-168305,2011-11-01,2011-11-08,Standard Class,PL-18925
CA-2013-167682,2013-04-04,2013-04-10,Standard Class,ZD-21925
CA-2014-108000,2014-01-13,2014-01-17,Standard Class,LS-16945
CA-2012-146465,2012-11-20,2012-11-24,Standard Class,PB-18805
CA-2013-159639,2013-11-28,2013-12-03,Standard Class,PC-18745
US-2014-153948,2014-11-07,2014-11-07,Same Day,FM-14290
US-2013-113985,2013-12-03,2013-12-08,Standard Class,KD-16495
CA-2013-155383,2013-12-18,2013-12-23,Standard Class,SC-20680
CA-2011-120432,2011-08-24,2011-08-26,Second Class,DW-13585
US-2012-126977,2012-09-17,2012-09-23,Standard Class,PF-19120
CA-2013-130288,2013-11-27,2013-12-01,Second Class,DK-13225
CA-2014-146458,2014-11-20,2014-11-23,Second Class,RB-19435
CA-2014-150420,2014-06-04,2014-06-09,Standard Class,GD-14590
US-2011-118997,2011-04-08,2011-04-12,Standard Class,RA-19885
CA-2011-114314,2011-10-11,2011-10-15,Standard Class,DB-13555
US-2014-169551,2014-07-08,2014-07-10,First Class,RL-19615
CA-2013-103107,2013-07-05,2013-07-05,Same Day,RB-19465
CA-2014-122077,2014-05-20,2014-05-26,Standard Class,JF-15295
CA-2014-112431,2014-10-13,2014-10-15,Second Class,RW-19690
CA-2013-151092,2013-08-07,2013-08-14,Standard Class,VG-21790
CA-2011-104178,2011-08-25,2011-08-29,Standard Class,JM-15265
CA-2012-115924,2012-09-14,2012-09-18,Second Class,BE-11455
CA-2014-161046,2014-03-06,2014-03-06,Same Day,CB-12535
US-2014-141698,2014-04-16,2014-04-22,Standard Class,SD-20485
US-2011-105151,2011-03-30,2011-03-31,First Class,SG-20890
CA-2011-155796,2011-11-11,2011-11-15,Second Class,TS-21430
CA-2013-127138,2013-03-13,2013-03-16,Second Class,DK-13225
CA-2014-150602,2014-02-10,2014-02-15,Second Class,ML-17395
CA-2011-140732,2011-11-11,2011-11-13,Second Class,MA-17560
CA-2014-119011,2014-08-21,2014-08-26,Standard Class,LR-17035
CA-2013-166912,2013-01-15,2013-01-17,First Class,BE-11335
CA-2011-141726,2011-07-20,2011-07-22,First Class,CC-12145
CA-2014-115105,2014-02-07,2014-02-12,Standard Class,BD-11770
CA-2012-143980,2012-12-25,2012-12-29,Standard Class,JK-15640
CA-2013-135636,2013-10-09,2013-10-14,Standard Class,DB-13615
CA-2014-102155,2014-07-14,2014-07-18,Standard Class,RR-19525
CA-2014-116953,2014-04-25,2014-04-26,First Class,SV-20935
CA-2011-117765,2011-09-07,2011-09-13,Standard Class,RB-19465
CA-2013-114895,2013-11-22,2013-11-29,Standard Class,MV-18190
CA-2014-112984,2014-09-17,2014-09-19,Second Class,EH-14185
CA-2013-163776,2013-07-20,2013-07-26,Standard Class,JS-16030
US-2014-163300,2014-09-16,2014-09-22,Standard Class,ES-14020
CA-2013-162187,2013-12-12,2013-12-12,Same Day,NS-18640
US-2011-112991,2011-12-10,2011-12-14,Standard Class,SH-19975
CA-2011-124079,2011-12-13,2011-12-17,Standard Class,RF-19345
US-2014-146878,2014-09-22,2014-09-28,Standard Class,DL-12865
CA-2014-107244,2014-09-08,2014-09-12,Standard Class,AG-10390
CA-2012-100657,2012-11-02,2012-11-07,Standard Class,SW-20245
CA-2014-129581,2014-12-12,2014-12-19,Standard Class,KN-16390
CA-2014-129028,2014-04-02,2014-04-04,First Class,GB-14530
CA-2012-135580,2012-12-30,2013-01-03,Standard Class,CL-12565
CA-2013-159016,2013-03-11,2013-03-12,First Class,KF-16285
CA-2011-102652,2011-04-06,2011-04-12,Standard Class,AY-10555
CA-2011-152422,2011-10-05,2011-10-10,Second Class,BD-11635
US-2013-156692,2013-08-14,2013-08-14,Same Day,HG-15025
CA-2011-130869,2011-11-17,2011-11-21,Standard Class,CB-12025
US-2014-128832,2014-04-25,2014-04-28,First Class,LS-16945
CA-2014-139717,2014-08-25,2014-08-27,Second Class,DM-13015
CA-2014-136007,2014-02-24,2014-03-03,Standard Class,AC-10615
CA-2013-157364,2013-11-20,2013-11-22,First Class,LT-17110
US-2013-112970,2013-11-15,2013-11-16,First Class,TB-21250
US-2014-152492,2014-07-07,2014-07-07,Same Day,AH-10585
CA-2013-101168,2013-12-26,2014-01-02,Standard Class,SS-20140
CA-2014-104010,2014-04-24,2014-04-26,First Class,TD-20995
CA-2012-130253,2012-12-14,2012-12-18,Standard Class,PP-18955
US-2012-155369,2012-04-19,2012-04-25,Standard Class,PG-18820
CA-2013-131205,2013-09-05,2013-09-09,Standard Class,AA-10645
CA-2014-122364,2014-09-25,2014-09-30,Standard Class,FA-14230
CA-2013-117912,2013-02-04,2013-02-08,Standard Class,TB-21520
CA-2014-145702,2014-05-20,2014-05-25,Second Class,AH-10075
CA-2012-113215,2012-09-03,2012-09-08,Standard Class,CP-12085
CA-2013-154662,2013-06-10,2013-06-17,Standard Class,BF-11215
CA-2012-105571,2012-11-07,2012-11-11,Standard Class,CP-12340
CA-2013-152765,2013-06-16,2013-06-19,First Class,LS-17245
CA-2012-153878,2012-04-25,2012-04-30,Standard Class,TS-21655
CA-2013-124016,2013-09-24,2013-09-27,Second Class,JS-15940
CA-2013-113551,2013-08-19,2013-08-21,First Class,NF-18385
CA-2011-107524,2011-03-02,2011-03-08,Standard Class,KN-16705
CA-2011-138072,2011-12-30,2012-01-03,Standard Class,GA-14725
CA-2012-134201,2012-04-10,2012-04-16,Standard Class,EH-14125
CA-2012-111780,2012-12-25,2012-12-30,Second Class,RA-19285
CA-2012-119942,2012-04-05,2012-04-07,First Class,TT-21070
CA-2012-151547,2012-01-17,2012-01-23,Standard Class,AH-10465
CA-2014-166695,2014-05-21,2014-05-25,Standard Class,CC-12430
CA-2014-167542,2014-08-14,2014-08-21,Standard Class,KD-16495
CA-2012-120901,2012-12-31,2013-01-04,Standard Class,BG-11035
CA-2014-121398,2014-12-26,2014-12-30,Standard Class,FH-14365
CA-2013-151561,2013-09-02,2013-09-08,Standard Class,PG-18820
CA-2014-154676,2014-08-06,2014-08-09,First Class,NZ-18565
US-2011-165589,2011-02-19,2011-02-19,Same Day,TB-21595
US-2013-132577,2013-11-23,2013-11-28,Standard Class,JE-15475
CA-2012-114048,2012-12-14,2012-12-18,Standard Class,EH-13945
CA-2012-137281,2012-06-13,2012-06-17,Standard Class,BF-10975
US-2014-162068,2014-12-29,2015-01-01,Second Class,PC-18745
CA-2014-100111,2014-09-21,2014-09-27,Standard Class,SV-20365
US-2014-132381,2014-08-23,2014-08-25,First Class,Dp-13240
CA-2012-147011,2012-06-18,2012-06-22,Standard Class,HR-14830
CA-2011-120852,2011-12-20,2011-12-25,Standard Class,WB-21850
CA-2013-150007,2013-09-12,2013-09-17,Standard Class,AS-10090
CA-2013-124590,2013-11-13,2013-11-17,Standard Class,SP-20920
CA-2013-133802,2013-03-15,2013-03-21,Standard Class,SP-20650
US-2013-113677,2013-11-14,2013-11-20,Standard Class,CM-12655
CA-2014-143378,2014-09-20,2014-09-26,Standard Class,JR-16210
CA-2014-152660,2014-12-05,2014-12-10,Standard Class,CB-12415
CA-2012-142139,2012-08-31,2012-09-05,Standard Class,SD-20485
CA-2014-145772,2014-06-04,2014-06-08,Standard Class,SS-20140
CA-2013-124100,2013-04-01,2013-04-07,Standard Class,EH-13990
US-2011-158400,2011-10-25,2011-10-28,First Class,AH-10030
CA-2014-162033,2014-03-27,2014-04-03,Standard Class,EM-14200
CA-2011-163447,2011-12-27,2011-12-31,Standard Class,TB-21190
CA-2014-145737,2014-09-16,2014-09-21,Standard Class,AB-10165
CA-2013-148096,2013-08-17,2013-08-20,First Class,AO-10810
CA-2013-146766,2013-11-05,2013-11-05,Same Day,TT-21220
CA-2012-105613,2012-10-18,2012-10-22,Standard Class,KN-16705
US-2013-142251,2013-11-01,2013-11-05,Second Class,FO-14305
CA-2011-131247,2011-03-30,2011-04-04,Standard Class,GA-14725
US-2012-113593,2012-04-18,2012-04-20,First Class,NC-18415
CA-2014-121083,2014-07-10,2014-07-16,Standard Class,JF-15190
CA-2014-151190,2014-06-28,2014-07-02,Standard Class,GT-14710
CA-2011-133543,2011-12-22,2011-12-26,Standard Class,KM-16660
CA-2014-105130,2014-11-22,2014-11-26,Standard Class,PJ-18835
CA-2013-161928,2013-06-28,2013-06-30,Second Class,AC-10660
CA-2014-101322,2014-12-29,2015-01-01,First Class,JG-15310
US-2013-106600,2013-04-09,2013-04-12,First Class,RM-19375
CA-2011-111871,2011-03-18,2011-03-21,Second Class,EK-13795
CA-2014-139437,2014-07-04,2014-07-09,Standard Class,RD-19585
CA-2014-151484,2014-04-21,2014-04-24,First Class,CV-12805
CA-2013-104150,2013-08-04,2013-08-06,Second Class,AG-10330
CA-2013-161025,2013-12-04,2013-12-10,Standard Class,GM-14440
CA-2011-103989,2011-03-19,2011-03-21,First Class,MC-17605
CA-2012-142433,2012-04-20,2012-04-25,Standard Class,ES-14020
CA-2012-132815,2012-09-19,2012-09-22,Second Class,RW-19540
CA-2011-101266,2011-08-27,2011-08-30,Second Class,MM-17920
CA-2013-141523,2013-12-20,2013-12-25,Second Class,MH-17440
US-2011-106299,2011-08-02,2011-08-08,Standard Class,NZ-18565
CA-2012-158421,2012-09-21,2012-09-26,Standard Class,GB-14575
CA-2013-143609,2013-12-12,2013-12-14,First Class,DB-13270
CA-2012-138331,2012-08-07,2012-08-12,Standard Class,JK-15625
CA-2012-138954,2012-11-15,2012-11-17,First Class,MH-17785
CA-2014-157903,2014-04-05,2014-04-09,Standard Class,AM-10705
CA-2013-157259,2013-12-25,2013-12-29,Standard Class,JM-15535
CA-2014-107986,2014-12-14,2014-12-14,Same Day,MW-18220
CA-2014-104927,2014-12-23,2014-12-27,Standard Class,AG-10330
CA-2014-113453,2014-10-22,2014-10-29,Standard Class,CM-12160
CA-2012-149909,2012-11-13,2012-11-17,Standard Class,RA-19915
CA-2012-146675,2012-04-16,2012-04-20,Standard Class,SB-20185
CA-2013-118332,2013-12-17,2013-12-24,Standard Class,PK-19075
CA-2013-133669,2013-10-22,2013-10-28,Standard Class,SV-20935
CA-2014-145660,2014-12-02,2014-12-04,First Class,MG-17650
CA-2013-133697,2013-10-21,2013-10-25,Second Class,CM-12445
CA-2014-148138,2014-09-30,2014-10-04,Standard Class,ME-18010
CA-2014-119809,2014-08-19,2014-08-26,Standard Class,YS-21880
CA-2014-149944,2014-11-13,2014-11-17,Second Class,MB-17305
CA-2011-128538,2011-10-11,2011-10-15,Standard Class,AS-10240
CA-2012-161711,2012-11-28,2012-12-03,Standard Class,MC-17425
US-2012-129553,2012-07-27,2012-08-02,Standard Class,PG-18820
CA-2013-160220,2013-10-21,2013-10-27,Standard Class,JS-16030
US-2014-157224,2014-09-15,2014-09-19,Second Class,JB-16000
CA-2014-140627,2014-12-24,2014-12-28,Standard Class,DK-12985
CA-2012-133445,2012-10-05,2012-10-09,Standard Class,JF-15490
CA-2011-148782,2011-11-02,2011-11-07,Standard Class,PO-18850
CA-2013-148208,2013-01-22,2013-01-27,Standard Class,BT-11530
CA-2014-127656,2014-07-12,2014-07-18,Standard Class,NW-18400
US-2014-142188,2014-09-12,2014-09-12,Same Day,JF-15415
CA-2013-144400,2013-02-23,2013-02-27,Standard Class,AC-10420
US-2013-155180,2013-01-22,2013-01-29,Standard Class,TB-21280
CA-2012-134075,2012-12-12,2012-12-16,Standard Class,HA-14905
US-2013-131912,2013-10-30,2013-11-02,Second Class,LH-17155
CA-2014-141572,2014-05-29,2014-06-01,Second Class,LO-17170
CA-2011-134621,2011-12-21,2011-12-28,Standard Class,DP-13390
CA-2013-165561,2013-11-25,2013-11-29,Standard Class,CR-12580
CA-2012-112305,2012-11-20,2012-11-25,Standard Class,KB-16405
CA-2014-121580,2014-05-30,2014-06-05,Standard Class,ML-17410
CA-2011-101147,2011-12-02,2011-12-04,First Class,MC-17575
CA-2011-165806,2011-04-07,2011-04-07,Same Day,VM-21685
CA-2012-151624,2012-09-08,2012-09-14,Standard Class,VW-21775
CA-2014-139444,2014-09-10,2014-09-16,Standard Class,GK-14620
CA-2012-133977,2012-09-06,2012-09-08,Second Class,AT-10435
CA-2014-141425,2014-11-03,2014-11-07,Second Class,AR-10825
CA-2012-133536,2012-03-28,2012-03-30,Second Class,JH-15820
CA-2012-150441,2012-08-13,2012-08-17,Second Class,RA-19285
